timestamp,src_ip,dst_ip,protocol,pkt_size,pkts_in_sec,label
2025-11-25T08:28:34.066519Z,192.168.120.83,192.168.0.10,UDP,414,2,0
2025-11-25T08:28:33.753519Z,10.169.159.20,192.168.140.212,TCP,132,3,0
2025-11-25T08:28:33.674519Z,192.168.103.121,192.168.0.76,TCP,1613,4,0
2025-11-25T08:28:34.786519Z,10.113.41.153,10.140.153.169,UDP,227,4,0
2025-11-25T08:28:35.317519Z,10.249.32.39,10.0.0.2,UDP,205,1,0
2025-11-25T08:28:34.981519Z,10.215.102.93,10.30.18.67,TCP,1570,4,0
2025-11-25T08:28:35.371519Z,10.69.255.45,192.168.0.11,UDP,487,5,0
2025-11-25T08:28:34.564519Z,192.168.130.29,10.17.223.19,TCP,693,4,0
2025-11-25T08:28:34.764519Z,10.210.15.136,192.168.0.10,ICMP,116,4,0
2025-11-25T08:28:35.302519Z,10.88.90.11,192.168.0.11,TCP,1163,2,0
2025-11-25T08:28:35.130519Z,10.219.35.171,10.190.165.0,TCP,1112,4,0
2025-11-25T08:28:34.811519Z,192.168.166.235,10.9.122.31,ICMP,68,5,0
2025-11-25T08:28:34.755519Z,192.168.112.184,192.168.0.11,UDP,81,4,0
2025-11-25T08:28:35.307519Z,10.120.48.138,10.159.141.238,UDP,494,3,0
2025-11-25T08:28:35.288519Z,10.244.66.127,192.168.0.11,UDP,100,2,0
2025-11-25T08:28:35.062519Z,10.58.60.139,10.25.51.146,UDP,158,3,0
2025-11-25T08:28:35.341519Z,10.14.93.213,192.168.0.10,TCP,808,5,0
2025-11-25T08:28:34.837519Z,192.168.43.133,192.168.0.11,TCP,1426,4,0
2025-11-25T08:28:35.350519Z,10.163.77.184,192.168.0.10,TCP,1145,4,0
2025-11-25T08:28:35.338519Z,10.18.232.158,192.168.0.10,TCP,1161,4,0
2025-11-25T08:28:35.122519Z,192.168.51.0,192.168.27.78,TCP,519,3,0
2025-11-25T08:28:35.004519Z,192.168.5.158,192.168.70.69,TCP,78,1,0
2025-11-25T08:28:35.348519Z,10.231.118.185,192.168.58.234,UDP,372,2,0
2025-11-25T08:28:35.051519Z,192.168.196.121,10.0.0.2,TCP,1129,1,0
2025-11-25T08:28:34.732519Z,10.93.103.140,10.75.140.92,UDP,433,2,0
2025-11-25T08:28:34.621519Z,10.248.179.139,192.168.0.10,TCP,357,4,0
2025-11-25T08:28:35.406519Z,192.168.86.183,10.19.70.210,UDP,224,2,0
2025-11-25T08:28:35.296519Z,192.168.101.189,192.168.93.164,UDP,169,1,0
2025-11-25T08:28:34.686519Z,10.172.62.124,10.97.138.228,TCP,1607,1,0
2025-11-25T08:28:35.107519Z,10.226.93.55,10.156.46.89,TCP,543,4,0
2025-11-25T08:28:35.347519Z,192.168.29.223,10.0.0.1,UDP,444,1,0
2025-11-25T08:28:34.515519Z,10.99.126.76,192.168.0.11,TCP,1384,2,0
2025-11-25T08:28:35.322519Z,10.125.69.217,192.168.0.10,TCP,136,2,0
2025-11-25T08:28:34.870519Z,10.92.216.255,192.168.0.10,TCP,1363,3,0
2025-11-25T08:28:34.478519Z,10.31.69.220,192.168.23.120,TCP,1253,5,0
2025-11-25T08:28:35.410519Z,192.168.62.91,192.168.52.137,TCP,226,5,0
2025-11-25T08:28:34.628519Z,192.168.59.166,10.0.0.2,TCP,1025,2,0
2025-11-25T08:28:34.549519Z,192.168.28.37,10.0.0.1,TCP,265,2,0
2025-11-25T08:28:35.018519Z,10.13.106.6,192.168.0.11,TCP,961,1,0
2025-11-25T08:28:34.903519Z,10.151.250.128,10.0.0.2,TCP,1078,5,0
2025-11-25T08:28:34.724519Z,192.168.15.147,192.168.109.33,TCP,1235,4,0
2025-11-25T08:28:34.491519Z,10.37.249.53,192.168.0.10,UDP,373,5,0
2025-11-25T08:28:34.959519Z,10.110.33.140,10.0.0.1,TCP,1484,5,0
2025-11-25T08:28:35.154519Z,10.227.89.239,192.168.0.10,UDP,502,1,0
2025-11-25T08:28:34.736519Z,192.168.95.211,192.168.121.106,TCP,164,1,0
2025-11-25T08:28:34.511519Z,192.168.95.102,10.150.34.148,TCP,1239,1,0
2025-11-25T08:28:34.836519Z,192.168.192.19,10.0.0.1,TCP,675,3,0
2025-11-25T08:28:35.522519Z,10.168.31.223,10.0.0.1,TCP,884,3,0
2025-11-25T08:28:35.533519Z,10.206.166.16,10.0.0.1,UDP,270,3,0
2025-11-25T08:28:36.135519Z,192.168.89.221,10.0.0.2,UDP,389,1,0
2025-11-25T08:28:35.509519Z,10.107.122.37,10.0.0.2,UDP,404,3,0
2025-11-25T08:28:36.211519Z,10.226.34.183,10.0.0.2,ICMP,113,1,0
2025-11-25T08:28:35.694519Z,10.155.105.86,192.168.0.10,TCP,552,1,0
2025-11-25T08:28:35.769519Z,10.173.177.71,192.168.0.10,TCP,135,5,0
2025-11-25T08:28:35.472519Z,10.54.19.111,192.168.74.26,TCP,619,4,0
2025-11-25T08:28:36.180519Z,10.136.87.82,10.213.86.180,TCP,1602,1,0
2025-11-25T08:28:35.822519Z,10.4.204.63,10.0.0.1,UDP,391,5,0
2025-11-25T08:28:35.830519Z,10.29.124.1,192.168.0.10,UDP,263,5,0
2025-11-25T08:28:35.887519Z,192.168.22.144,10.0.0.1,UDP,301,4,0
2025-11-25T08:28:35.952519Z,192.168.190.238,192.168.0.10,TCP,335,1,0
2025-11-25T08:28:35.959519Z,192.168.89.113,10.0.0.2,TCP,456,3,0
2025-11-25T08:28:35.618519Z,10.194.87.208,10.0.0.2,TCP,1342,5,0
2025-11-25T08:28:36.194519Z,192.168.225.206,192.168.0.10,TCP,1245,4,0
2025-11-25T08:28:35.485519Z,192.168.203.221,10.0.0.1,TCP,782,3,0
2025-11-25T08:28:35.888519Z,10.212.234.19,10.0.0.1,TCP,1368,4,0
2025-11-25T08:28:35.889519Z,192.168.189.42,10.207.80.25,TCP,1304,3,0
2025-11-25T08:28:36.035519Z,10.15.214.245,192.168.0.10,TCP,232,2,0
2025-11-25T08:28:35.456519Z,10.112.125.243,10.0.0.2,TCP,764,3,0
2025-11-25T08:28:35.812519Z,10.153.15.13,192.168.0.10,TCP,180,5,0
2025-11-25T08:28:36.110519Z,10.218.0.64,10.0.0.2,TCP,617,2,0
2025-11-25T08:28:36.354519Z,192.168.178.208,10.0.0.2,TCP,1384,1,0
2025-11-25T08:28:35.733519Z,192.168.84.24,192.168.212.55,TCP,1704,1,0
2025-11-25T08:28:36.077519Z,10.4.170.194,10.0.0.2,UDP,261,4,0
2025-11-25T08:28:35.612519Z,10.19.193.24,10.0.0.1,TCP,1218,5,0
2025-11-25T08:28:35.454519Z,192.168.158.56,192.168.0.11,UDP,187,5,0
2025-11-25T08:28:36.244519Z,192.168.11.48,10.0.0.2,ICMP,91,4,0
2025-11-25T08:28:35.655519Z,10.207.1.250,192.168.49.172,TCP,870,5,0
2025-11-25T08:28:35.867519Z,10.97.194.101,192.168.0.11,TCP,440,5,0
2025-11-25T08:28:35.557519Z,10.123.7.254,10.26.67.83,UDP,670,3,0
2025-11-25T08:28:35.501519Z,10.231.194.38,192.168.0.11,UDP,180,2,0
2025-11-25T08:28:36.252519Z,10.6.211.220,192.168.0.11,TCP,1033,4,0
2025-11-25T08:28:35.499519Z,10.238.74.156,192.168.0.10,TCP,306,3,0
2025-11-25T08:28:36.355519Z,192.168.35.136,10.157.135.119,UDP,75,1,0
2025-11-25T08:28:35.678519Z,10.240.178.166,10.28.118.190,TCP,581,1,0
2025-11-25T08:28:35.464519Z,192.168.159.113,10.0.0.1,TCP,1124,1,0
2025-11-25T08:28:36.063519Z,10.36.193.116,10.0.0.1,TCP,1241,5,0
2025-11-25T08:28:35.842519Z,192.168.134.4,10.134.171.213,TCP,1177,5,0
2025-11-25T08:28:35.983519Z,192.168.11.38,192.168.0.10,TCP,636,3,0
2025-11-25T08:28:36.223519Z,10.168.55.255,192.168.0.10,TCP,272,5,0
2025-11-25T08:28:35.762519Z,10.199.117.228,192.168.0.11,UDP,276,1,0
2025-11-25T08:28:36.149519Z,10.75.31.14,10.0.0.2,UDP,94,3,0
2025-11-25T08:28:35.943519Z,192.168.121.49,10.0.0.2,TCP,608,1,0
2025-11-25T08:28:36.302519Z,10.204.161.181,192.168.0.11,UDP,590,4,0
2025-11-25T08:28:35.763519Z,10.127.93.178,192.168.0.10,ICMP,92,4,0
2025-11-25T08:28:35.496519Z,192.168.46.51,192.168.0.10,TCP,224,3,0
2025-11-25T08:28:35.729519Z,192.168.42.170,192.168.0.10,TCP,796,3,0
2025-11-25T08:28:36.045519Z,10.250.227.18,10.171.210.182,ICMP,96,5,0
2025-11-25T08:28:36.236519Z,10.7.248.213,192.168.0.11,UDP,80,2,0
2025-11-25T08:28:36.213519Z,10.243.16.71,10.0.0.2,UDP,613,3,0
2025-11-25T08:28:35.870519Z,10.135.138.175,192.168.0.10,UDP,310,1,0
2025-11-25T08:28:36.946519Z,10.67.3.204,192.168.54.239,TCP,1200,4,0
2025-11-25T08:28:36.620519Z,192.168.115.186,192.168.0.11,TCP,268,3,0
2025-11-25T08:28:37.099519Z,10.138.203.191,192.168.0.10,TCP,414,2,0
2025-11-25T08:28:37.228519Z,10.252.49.166,10.0.0.2,TCP,607,1,0
2025-11-25T08:28:36.785519Z,10.205.188.199,10.226.93.250,TCP,195,4,0
2025-11-25T08:28:37.150519Z,10.196.231.248,10.0.0.1,UDP,223,1,0
2025-11-25T08:28:36.876519Z,10.32.218.138,192.168.163.202,TCP,1102,2,0
2025-11-25T08:28:36.859519Z,192.168.212.215,10.0.0.2,TCP,590,3,0
2025-11-25T08:28:37.373519Z,10.240.223.23,192.168.0.10,UDP,126,5,0
2025-11-25T08:28:36.697519Z,10.136.146.5,10.0.0.2,TCP,1496,2,0
2025-11-25T08:28:36.591519Z,192.168.154.235,10.0.0.1,UDP,74,5,0
2025-11-25T08:28:36.687519Z,192.168.106.166,10.0.0.1,UDP,657,5,0
2025-11-25T08:28:36.712519Z,10.62.176.82,192.168.76.37,UDP,434,1,0
2025-11-25T08:28:36.577519Z,10.52.58.219,10.0.0.2,TCP,801,3,0
2025-11-25T08:28:37.167519Z,10.102.18.75,192.168.0.10,ICMP,94,3,0
2025-11-25T08:28:36.663519Z,10.63.119.157,10.0.0.1,TCP,770,5,0
2025-11-25T08:28:36.844519Z,192.168.40.227,192.168.184.156,TCP,613,2,0
2025-11-25T08:28:36.926519Z,10.225.11.27,10.0.0.1,ICMP,76,5,0
2025-11-25T08:28:36.884519Z,10.90.87.86,192.168.0.10,ICMP,94,4,0
2025-11-25T08:28:36.708519Z,192.168.110.82,192.168.0.10,TCP,894,3,0
2025-11-25T08:28:36.462519Z,10.49.212.239,192.168.0.10,TCP,200,4,0
2025-11-25T08:28:37.198519Z,192.168.159.141,10.0.0.1,TCP,384,4,0
2025-11-25T08:28:36.798519Z,10.240.94.239,10.0.0.2,UDP,273,4,0
2025-11-25T08:28:36.928519Z,10.182.173.245,192.168.0.11,TCP,1103,5,0
2025-11-25T08:28:37.330519Z,10.156.242.9,192.168.0.11,TCP,1448,3,0
2025-11-25T08:28:37.023519Z,192.168.136.72,192.168.0.10,TCP,1162,3,0
2025-11-25T08:28:36.755519Z,192.168.149.110,10.0.0.1,UDP,493,5,0
2025-11-25T08:28:37.007519Z,10.122.254.178,192.168.0.11,TCP,408,2,0
2025-11-25T08:28:36.448519Z,192.168.48.216,192.168.0.10,TCP,789,2,0
2025-11-25T08:28:36.836519Z,192.168.120.188,192.168.15.242,TCP,344,5,0
2025-11-25T08:28:36.748519Z,10.96.119.151,10.0.0.2,ICMP,103,3,0
2025-11-25T08:28:36.975519Z,192.168.184.143,192.168.0.10,TCP,1300,2,0
2025-11-25T08:28:36.701519Z,10.249.16.172,192.168.180.117,TCP,520,4,0
2025-11-25T08:28:36.740519Z,10.239.58.112,10.31.51.37,TCP,1321,4,0
2025-11-25T08:28:37.333519Z,192.168.244.98,10.10.196.223,ICMP,92,1,0
2025-11-25T08:28:36.770519Z,192.168.191.82,10.0.0.2,ICMP,113,5,0
2025-11-25T08:28:37.128519Z,10.189.171.8,10.0.0.2,TCP,174,5,0
2025-11-25T08:28:36.647519Z,10.105.206.31,192.168.0.11,UDP,173,2,0
2025-11-25T08:28:36.421519Z,192.168.40.111,192.168.0.11,ICMP,95,3,0
2025-11-25T08:28:36.744519Z,10.196.203.42,10.0.0.2,TCP,1265,1,0
2025-11-25T08:28:37.351519Z,10.214.109.71,10.0.0.1,ICMP,108,4,0
2025-11-25T08:28:36.606519Z,192.168.237.17,10.0.0.1,ICMP,55,5,0
2025-11-25T08:28:36.525519Z,10.116.80.57,10.126.113.12,ICMP,136,5,0
2025-11-25T08:28:36.895519Z,192.168.84.168,192.168.0.11,TCP,1252,2,0
2025-11-25T08:28:36.430519Z,192.168.145.91,10.0.0.2,UDP,249,4,0
2025-11-25T08:28:37.262519Z,10.102.157.2,10.0.0.2,TCP,343,2,0
2025-11-25T08:28:36.422519Z,10.192.246.51,192.168.0.10,TCP,700,5,0
2025-11-25T08:28:36.427519Z,10.60.126.84,10.0.0.1,TCP,934,4,0
2025-11-25T08:28:37.118519Z,192.168.180.29,192.168.163.131,TCP,628,2,0
2025-11-25T08:28:36.640519Z,10.116.121.124,192.168.106.117,ICMP,106,4,0
2025-11-25T08:28:37.191519Z,192.168.55.234,192.168.152.136,TCP,229,5,0
2025-11-25T08:28:37.136519Z,192.168.28.186,10.0.0.2,TCP,1250,2,0
2025-11-25T08:28:36.751519Z,10.174.39.213,192.168.0.11,UDP,177,4,0
2025-11-25T08:28:37.244519Z,10.106.89.68,10.0.0.1,TCP,1185,3,0
2025-11-25T08:28:37.156519Z,10.0.197.160,10.11.152.29,TCP,869,1,0
2025-11-25T08:28:36.970519Z,192.168.17.172,10.73.126.199,ICMP,74,2,0
2025-11-25T08:28:38.200519Z,192.168.246.187,192.168.0.11,UDP,595,4,0
2025-11-25T08:28:37.800519Z,192.168.223.227,192.168.0.10,TCP,263,5,0
2025-11-25T08:28:37.818519Z,192.168.57.3,192.168.250.127,TCP,661,5,0
2025-11-25T08:28:37.850519Z,192.168.63.93,10.0.0.2,TCP,546,1,0
2025-11-25T08:28:37.448519Z,10.196.28.21,192.168.61.157,UDP,224,5,0
2025-11-25T08:28:37.450519Z,192.168.223.74,10.0.0.1,TCP,861,5,0
2025-11-25T08:28:37.638519Z,192.168.35.224,192.168.0.10,UDP,336,5,0
2025-11-25T08:28:37.742519Z,192.168.209.130,192.168.0.10,TCP,421,5,0
2025-11-25T08:28:37.642519Z,10.142.133.21,192.168.233.94,TCP,439,4,0
2025-11-25T08:28:37.985519Z,192.168.241.12,192.168.0.11,TCP,1051,4,0
2025-11-25T08:28:37.834519Z,10.193.33.106,10.0.0.2,TCP,479,2,0
2025-11-25T08:28:38.241519Z,10.105.165.60,10.34.83.232,TCP,767,2,0
2025-11-25T08:28:37.754519Z,192.168.216.222,10.0.0.2,UDP,101,5,0
2025-11-25T08:28:38.033519Z,10.205.253.150,192.168.143.17,TCP,499,3,0
2025-11-25T08:28:37.726519Z,10.239.233.180,10.0.0.1,ICMP,128,4,0
2025-11-25T08:28:38.352519Z,192.168.52.91,10.0.0.2,TCP,1105,3,0
2025-11-25T08:28:37.805519Z,192.168.78.245,192.168.0.11,TCP,851,4,0
2025-11-25T08:28:38.195519Z,192.168.94.231,10.0.0.1,UDP,313,1,0
2025-11-25T08:28:37.683519Z,10.184.82.180,10.0.0.2,TCP,429,4,0
2025-11-25T08:28:37.999519Z,10.167.148.100,10.195.107.155,UDP,664,4,0
2025-11-25T08:28:37.887519Z,192.168.43.85,192.168.0.11,TCP,508,5,0
2025-11-25T08:28:38.073519Z,10.214.205.50,192.168.171.17,ICMP,69,4,0
2025-11-25T08:28:37.556519Z,10.181.9.17,10.0.0.2,UDP,566,1,0
2025-11-25T08:28:38.048519Z,192.168.233.171,192.168.0.11,UDP,61,5,0
2025-11-25T08:28:37.837519Z,10.70.85.105,192.168.0.10,TCP,95,4,0
2025-11-25T08:28:38.241519Z,10.235.5.64,10.0.0.2,ICMP,65,5,0
2025-11-25T08:28:37.674519Z,10.101.155.2,192.168.0.11,UDP,543,2,0
2025-11-25T08:28:37.723519Z,192.168.167.92,192.168.8.29,UDP,149,4,0
2025-11-25T08:28:37.981519Z,192.168.179.238,192.168.0.11,TCP,1002,3,0
2025-11-25T08:28:37.995519Z,192.168.229.18,10.0.0.1,ICMP,65,5,0
2025-11-25T08:28:37.902519Z,192.168.175.55,192.168.144.67,TCP,1144,3,0
2025-11-25T08:28:37.432519Z,10.192.147.192,192.168.237.203,ICMP,58,5,0
2025-11-25T08:28:37.662519Z,192.168.173.83,10.193.111.156,TCP,386,1,0
2025-11-25T08:28:37.928519Z,10.25.1.240,10.0.0.1,UDP,425,5,0
2025-11-25T08:28:38.393519Z,192.168.83.142,192.168.0.10,TCP,978,3,0
2025-11-25T08:28:37.982519Z,10.174.0.124,192.168.0.11,ICMP,72,3,0
2025-11-25T08:28:38.233519Z,10.68.153.209,10.0.0.2,TCP,794,1,0
2025-11-25T08:28:37.509519Z,10.92.35.142,10.22.89.29,TCP,430,5,0
2025-11-25T08:28:37.984519Z,10.22.241.67,10.0.0.1,TCP,1332,3,0
2025-11-25T08:28:38.300519Z,10.99.70.213,192.168.143.62,TCP,573,2,0
2025-11-25T08:28:38.117519Z,10.77.22.241,10.0.0.2,TCP,163,3,0
2025-11-25T08:28:37.847519Z,192.168.92.115,10.0.0.2,TCP,1337,5,0
2025-11-25T08:28:37.616519Z,10.1.187.130,10.158.196.235,TCP,939,3,0
2025-11-25T08:28:37.866519Z,192.168.220.9,10.0.0.2,TCP,626,2,0
2025-11-25T08:28:37.906519Z,192.168.247.255,192.168.0.11,TCP,1378,3,0
2025-11-25T08:28:37.801519Z,192.168.93.114,10.0.0.2,TCP,1525,2,0
2025-11-25T08:28:38.114519Z,10.186.42.168,10.0.0.2,UDP,568,1,0
2025-11-25T08:28:38.254519Z,192.168.172.73,192.168.0.10,UDP,276,2,0
2025-11-25T08:28:38.148519Z,10.114.246.10,10.102.155.42,TCP,1157,4,0
2025-11-25T08:28:37.972519Z,192.168.179.159,10.163.95.202,TCP,197,2,0
2025-11-25T08:28:38.089519Z,10.156.216.118,192.168.0.11,UDP,473,4,0
2025-11-25T08:28:38.643519Z,10.148.156.217,10.0.0.2,TCP,923,4,0
2025-11-25T08:28:39.206519Z,192.168.38.152,10.0.0.1,UDP,466,4,0
2025-11-25T08:28:39.358519Z,10.240.208.40,10.87.211.56,ICMP,99,5,0
2025-11-25T08:28:38.910519Z,10.184.212.153,192.168.0.10,TCP,181,1,0
2025-11-25T08:28:38.439519Z,192.168.173.90,192.168.189.145,UDP,310,5,0
2025-11-25T08:28:38.579519Z,10.118.73.47,192.168.0.11,TCP,1178,4,0
2025-11-25T08:28:38.821519Z,192.168.50.132,192.168.0.11,TCP,686,2,0
2025-11-25T08:28:38.626519Z,192.168.203.200,10.0.0.1,TCP,1013,3,0
2025-11-25T08:28:38.617519Z,10.220.213.192,192.168.0.10,TCP,1224,4,0
2025-11-25T08:28:39.017519Z,10.117.54.90,192.168.0.10,TCP,1365,2,0
2025-11-25T08:28:38.736519Z,10.46.220.2,10.0.0.2,TCP,1056,5,0
2025-11-25T08:28:38.557519Z,10.124.150.108,10.0.0.2,TCP,1036,3,0
2025-11-25T08:28:38.559519Z,192.168.158.146,192.168.0.10,TCP,78,2,0
2025-11-25T08:28:39.250519Z,10.167.47.149,192.168.0.11,TCP,987,4,0
