timestamp,src_ip,dst_ip,protocol,pkt_size,pkts_in_sec,label
2025-11-25T10:31:51.797026Z,10.102.79.167,10.0.0.1,UDP,187,2,0
2025-11-25T10:31:51.778026Z,192.168.118.237,10.0.0.2,UDP,180,4,0
2025-11-25T10:31:52.281026Z,10.81.58.113,192.168.156.215,TCP,1060,5,0
2025-11-25T10:31:52.054026Z,192.168.121.133,10.0.0.2,UDP,379,5,0
2025-11-25T10:31:52.094026Z,10.19.213.243,10.85.250.27,UDP,447,1,0
2025-11-25T10:31:51.739026Z,10.39.30.63,10.104.88.111,TCP,749,4,0
2025-11-25T10:31:51.661026Z,10.231.163.127,192.168.5.1,TCP,1179,1,0
2025-11-25T10:31:52.563026Z,192.168.218.124,192.168.137.201,TCP,1319,2,0
2025-11-25T10:31:52.097026Z,10.7.110.44,192.168.0.11,TCP,452,2,0
2025-11-25T10:31:52.235026Z,192.168.151.135,10.0.0.1,TCP,244,2,0
2025-11-25T10:31:52.485026Z,10.97.12.244,192.168.0.11,TCP,681,4,0
2025-11-25T10:31:51.882026Z,192.168.64.149,10.191.192.14,UDP,135,3,0
2025-11-25T10:31:51.827026Z,192.168.166.218,10.0.0.1,UDP,275,1,0
2025-11-25T10:31:52.234026Z,10.171.97.168,10.0.0.2,TCP,1092,3,0
2025-11-25T10:31:51.769026Z,192.168.183.231,10.0.0.2,UDP,318,1,0
2025-11-25T10:31:52.549026Z,192.168.245.75,10.0.0.2,TCP,222,2,0
2025-11-25T10:31:51.702026Z,10.175.43.154,10.0.0.1,UDP,95,4,0
2025-11-25T10:31:52.275026Z,10.87.90.238,192.168.0.11,TCP,895,3,0
2025-11-25T10:31:52.248026Z,10.39.42.110,192.168.0.10,UDP,547,5,0
2025-11-25T10:31:51.872026Z,10.239.67.98,192.168.0.11,TCP,615,5,0
2025-11-25T10:31:52.222026Z,10.126.138.223,10.54.77.125,UDP,473,3,0
2025-11-25T10:31:51.884026Z,192.168.70.186,10.0.0.2,UDP,131,4,0
2025-11-25T10:31:52.098026Z,10.121.225.61,192.168.0.11,TCP,1091,1,0
2025-11-25T10:31:51.899026Z,192.168.78.100,192.168.0.10,TCP,1051,3,0
2025-11-25T10:31:52.033026Z,10.90.16.66,10.64.91.254,ICMP,62,2,0
2025-11-25T10:31:51.921026Z,10.195.30.220,10.0.0.2,TCP,551,3,0
2025-11-25T10:31:52.339026Z,192.168.152.200,10.0.0.1,TCP,419,3,0
2025-11-25T10:31:51.781026Z,192.168.32.104,10.0.0.1,TCP,1093,2,0
2025-11-25T10:31:52.251026Z,10.223.106.144,192.168.0.10,UDP,535,3,0
2025-11-25T10:31:51.786026Z,10.220.153.225,10.0.0.1,ICMP,84,5,0
2025-11-25T10:31:52.242026Z,10.207.167.2,192.168.0.10,UDP,176,1,0
2025-11-25T10:31:52.169026Z,192.168.202.110,192.168.0.11,UDP,606,3,0
2025-11-25T10:31:52.478026Z,10.145.145.180,10.0.0.1,TCP,509,3,0
2025-11-25T10:31:52.274026Z,10.141.79.94,10.0.0.1,TCP,878,5,0
2025-11-25T10:31:52.079026Z,10.180.251.15,192.168.0.11,TCP,220,3,0
2025-11-25T10:31:52.404026Z,10.205.204.196,10.139.104.113,UDP,307,3,0
2025-11-25T10:31:52.444026Z,10.202.233.181,192.168.0.10,TCP,814,3,0
2025-11-25T10:31:52.314026Z,10.138.60.60,10.0.0.1,TCP,1047,4,0
2025-11-25T10:31:52.350026Z,10.23.97.51,10.0.0.1,TCP,1620,5,0
2025-11-25T10:31:51.639026Z,10.132.218.209,192.168.0.10,UDP,293,4,0
2025-11-25T10:31:52.248026Z,192.168.120.83,192.168.0.10,UDP,414,2,0
2025-11-25T10:31:51.935026Z,10.169.159.20,192.168.140.212,TCP,132,3,0
2025-11-25T10:31:51.856026Z,192.168.103.121,192.168.0.76,TCP,1613,4,0
2025-11-25T10:31:52.968026Z,10.113.41.153,10.140.153.169,UDP,227,4,0
2025-11-25T10:31:53.499026Z,10.249.32.39,10.0.0.2,UDP,205,1,0
2025-11-25T10:31:53.163026Z,10.215.102.93,10.30.18.67,TCP,1570,4,0
2025-11-25T10:31:53.553026Z,10.69.255.45,192.168.0.11,UDP,487,5,0
2025-11-25T10:31:52.746026Z,192.168.130.29,10.17.223.19,TCP,693,4,0
2025-11-25T10:31:52.946026Z,10.210.15.136,192.168.0.10,ICMP,116,4,0
2025-11-25T10:31:53.484026Z,10.88.90.11,192.168.0.11,TCP,1163,2,0
2025-11-25T10:31:53.312026Z,10.219.35.171,10.190.165.0,TCP,1112,4,0
2025-11-25T10:31:52.993026Z,192.168.166.235,10.9.122.31,ICMP,68,5,0
2025-11-25T10:31:52.937026Z,192.168.112.184,192.168.0.11,UDP,81,4,0
2025-11-25T10:31:53.489026Z,10.120.48.138,10.159.141.238,UDP,494,3,0
2025-11-25T10:31:53.470026Z,10.244.66.127,192.168.0.11,UDP,100,2,0
2025-11-25T10:31:53.244026Z,10.58.60.139,10.25.51.146,UDP,158,3,0
2025-11-25T10:31:53.523026Z,10.14.93.213,192.168.0.10,TCP,808,5,0
2025-11-25T10:31:53.019026Z,192.168.43.133,192.168.0.11,TCP,1426,4,0
2025-11-25T10:31:53.532026Z,10.163.77.184,192.168.0.10,TCP,1145,4,0
2025-11-25T10:31:53.520026Z,10.18.232.158,192.168.0.10,TCP,1161,4,0
2025-11-25T10:31:53.304026Z,192.168.51.0,192.168.27.78,TCP,519,3,0
2025-11-25T10:31:53.186026Z,192.168.5.158,192.168.70.69,TCP,78,1,0
2025-11-25T10:31:53.530026Z,10.231.118.185,192.168.58.234,UDP,372,2,0
2025-11-25T10:31:53.233026Z,192.168.196.121,10.0.0.2,TCP,1129,1,0
2025-11-25T10:31:52.914026Z,10.93.103.140,10.75.140.92,UDP,433,2,0
2025-11-25T10:31:52.803026Z,10.248.179.139,192.168.0.10,TCP,357,4,0
2025-11-25T10:31:53.588026Z,192.168.86.183,10.19.70.210,UDP,224,2,0
2025-11-25T10:31:53.478026Z,192.168.101.189,192.168.93.164,UDP,169,1,0
2025-11-25T10:31:52.868026Z,10.172.62.124,10.97.138.228,TCP,1607,1,0
2025-11-25T10:31:53.289026Z,10.226.93.55,10.156.46.89,TCP,543,4,0
2025-11-25T10:31:53.529026Z,192.168.29.223,10.0.0.1,UDP,444,1,0
2025-11-25T10:31:52.697026Z,10.99.126.76,192.168.0.11,TCP,1384,2,0
2025-11-25T10:31:53.504026Z,10.125.69.217,192.168.0.10,TCP,136,2,0
2025-11-25T10:31:53.052026Z,10.92.216.255,192.168.0.10,TCP,1363,3,0
2025-11-25T10:31:52.660026Z,10.31.69.220,192.168.23.120,TCP,1253,5,0
2025-11-25T10:31:53.592026Z,192.168.62.91,192.168.52.137,TCP,226,5,0
2025-11-25T10:31:52.810026Z,192.168.59.166,10.0.0.2,TCP,1025,2,0
2025-11-25T10:31:52.731026Z,192.168.28.37,10.0.0.1,TCP,265,2,0
2025-11-25T10:31:53.200026Z,10.13.106.6,192.168.0.11,TCP,961,1,0
2025-11-25T10:31:53.085026Z,10.151.250.128,10.0.0.2,TCP,1078,5,0
2025-11-25T10:31:52.906026Z,192.168.15.147,192.168.109.33,TCP,1235,4,0
2025-11-25T10:31:52.673026Z,10.37.249.53,192.168.0.10,UDP,373,5,0
2025-11-25T10:31:53.141026Z,10.110.33.140,10.0.0.1,TCP,1484,5,0
2025-11-25T10:31:53.336026Z,10.227.89.239,192.168.0.10,UDP,502,1,0
2025-11-25T10:31:52.918026Z,192.168.95.211,192.168.121.106,TCP,164,1,0
2025-11-25T10:31:52.693026Z,192.168.95.102,10.150.34.148,TCP,1239,1,0
2025-11-25T10:31:53.018026Z,192.168.192.19,10.0.0.1,TCP,675,3,0
2025-11-25T10:31:53.704026Z,10.168.31.223,10.0.0.1,TCP,884,3,0
2025-11-25T10:31:53.715026Z,10.206.166.16,10.0.0.1,UDP,270,3,0
2025-11-25T10:31:54.317026Z,192.168.89.221,10.0.0.2,UDP,389,1,0
2025-11-25T10:31:53.691026Z,10.107.122.37,10.0.0.2,UDP,404,3,0
2025-11-25T10:31:54.393026Z,10.226.34.183,10.0.0.2,ICMP,113,1,0
2025-11-25T10:31:53.876026Z,10.155.105.86,192.168.0.10,TCP,552,1,0
2025-11-25T10:31:53.951026Z,10.173.177.71,192.168.0.10,TCP,135,5,0
2025-11-25T10:31:53.654026Z,10.54.19.111,192.168.74.26,TCP,619,4,0
2025-11-25T10:31:54.362026Z,10.136.87.82,10.213.86.180,TCP,1602,1,0
2025-11-25T10:31:54.004026Z,10.4.204.63,10.0.0.1,UDP,391,5,0
2025-11-25T10:31:54.012026Z,10.29.124.1,192.168.0.10,UDP,263,5,0
2025-11-25T10:31:54.069026Z,192.168.22.144,10.0.0.1,UDP,301,4,0
2025-11-25T10:31:54.134026Z,192.168.190.238,192.168.0.10,TCP,335,1,0
2025-11-25T10:31:54.141026Z,192.168.89.113,10.0.0.2,TCP,456,3,0
2025-11-25T10:31:53.800026Z,10.194.87.208,10.0.0.2,TCP,1342,5,0
2025-11-25T10:31:54.376026Z,192.168.225.206,192.168.0.10,TCP,1245,4,0
2025-11-25T10:31:53.667026Z,192.168.203.221,10.0.0.1,TCP,782,3,0
2025-11-25T10:31:54.070026Z,10.212.234.19,10.0.0.1,TCP,1368,4,0
2025-11-25T10:31:54.071026Z,192.168.189.42,10.207.80.25,TCP,1304,3,0
2025-11-25T10:31:54.217026Z,10.15.214.245,192.168.0.10,TCP,232,2,0
2025-11-25T10:31:53.638026Z,10.112.125.243,10.0.0.2,TCP,764,3,0
2025-11-25T10:31:53.994026Z,10.153.15.13,192.168.0.10,TCP,180,5,0
2025-11-25T10:31:54.292026Z,10.218.0.64,10.0.0.2,TCP,617,2,0
2025-11-25T10:31:54.536026Z,192.168.178.208,10.0.0.2,TCP,1384,1,0
2025-11-25T10:31:53.915026Z,192.168.84.24,192.168.212.55,TCP,1704,1,0
2025-11-25T10:31:54.259026Z,10.4.170.194,10.0.0.2,UDP,261,4,0
2025-11-25T10:31:53.794026Z,10.19.193.24,10.0.0.1,TCP,1218,5,0
2025-11-25T10:31:53.636026Z,192.168.158.56,192.168.0.11,UDP,187,5,0
2025-11-25T10:31:54.426026Z,192.168.11.48,10.0.0.2,ICMP,91,4,0
2025-11-25T10:31:53.837026Z,10.207.1.250,192.168.49.172,TCP,870,5,0
2025-11-25T10:31:54.049026Z,10.97.194.101,192.168.0.11,TCP,440,5,0
2025-11-25T10:31:53.739026Z,10.123.7.254,10.26.67.83,UDP,670,3,0
2025-11-25T10:31:53.683026Z,10.231.194.38,192.168.0.11,UDP,180,2,0
2025-11-25T10:31:54.434026Z,10.6.211.220,192.168.0.11,TCP,1033,4,0
2025-11-25T10:31:53.681026Z,10.238.74.156,192.168.0.10,TCP,306,3,0
2025-11-25T10:31:54.537026Z,192.168.35.136,10.157.135.119,UDP,75,1,0
2025-11-25T10:31:53.860026Z,10.240.178.166,10.28.118.190,TCP,581,1,0
2025-11-25T10:31:53.646026Z,192.168.159.113,10.0.0.1,TCP,1124,1,0
2025-11-25T10:31:54.245026Z,10.36.193.116,10.0.0.1,TCP,1241,5,0
2025-11-25T10:31:54.024026Z,192.168.134.4,10.134.171.213,TCP,1177,5,0
2025-11-25T10:31:54.165026Z,192.168.11.38,192.168.0.10,TCP,636,3,0
2025-11-25T10:31:54.405026Z,10.168.55.255,192.168.0.10,TCP,272,5,0
2025-11-25T10:31:53.944026Z,10.199.117.228,192.168.0.11,UDP,276,1,0
2025-11-25T10:31:54.331026Z,10.75.31.14,10.0.0.2,UDP,94,3,0
2025-11-25T10:31:54.125026Z,192.168.121.49,10.0.0.2,TCP,608,1,0
2025-11-25T10:31:54.484026Z,10.204.161.181,192.168.0.11,UDP,590,4,0
2025-11-25T10:31:53.945026Z,10.127.93.178,192.168.0.10,ICMP,92,4,0
2025-11-25T10:31:53.678026Z,192.168.46.51,192.168.0.10,TCP,224,3,0
2025-11-25T10:31:53.911026Z,192.168.42.170,192.168.0.10,TCP,796,3,0
2025-11-25T10:31:54.227026Z,10.250.227.18,10.171.210.182,ICMP,96,5,0
2025-11-25T10:31:54.418026Z,10.7.248.213,192.168.0.11,UDP,80,2,0
2025-11-25T10:31:54.395026Z,10.243.16.71,10.0.0.2,UDP,613,3,0
2025-11-25T10:31:54.052026Z,10.135.138.175,192.168.0.10,UDP,310,1,0
2025-11-25T10:31:55.128026Z,10.67.3.204,192.168.54.239,TCP,1200,4,0
2025-11-25T10:31:54.802026Z,192.168.115.186,192.168.0.11,TCP,268,3,0
2025-11-25T10:31:55.281026Z,10.138.203.191,192.168.0.10,TCP,414,2,0
2025-11-25T10:31:55.410026Z,10.252.49.166,10.0.0.2,TCP,607,1,0
2025-11-25T10:31:54.967026Z,10.205.188.199,10.226.93.250,TCP,195,4,0
2025-11-25T10:31:55.332026Z,10.196.231.248,10.0.0.1,UDP,223,1,0
2025-11-25T10:31:55.058026Z,10.32.218.138,192.168.163.202,TCP,1102,2,0
2025-11-25T10:31:55.041026Z,192.168.212.215,10.0.0.2,TCP,590,3,0
2025-11-25T10:31:55.555026Z,10.240.223.23,192.168.0.10,UDP,126,5,0
2025-11-25T10:31:54.879026Z,10.136.146.5,10.0.0.2,TCP,1496,2,0
2025-11-25T10:31:54.773026Z,192.168.154.235,10.0.0.1,UDP,74,5,0
2025-11-25T10:31:54.869026Z,192.168.106.166,10.0.0.1,UDP,657,5,0
2025-11-25T10:31:54.894026Z,10.62.176.82,192.168.76.37,UDP,434,1,0
2025-11-25T10:31:54.759026Z,10.52.58.219,10.0.0.2,TCP,801,3,0
2025-11-25T10:31:55.349026Z,10.102.18.75,192.168.0.10,ICMP,94,3,0
2025-11-25T10:31:54.845026Z,10.63.119.157,10.0.0.1,TCP,770,5,0
2025-11-25T10:31:55.026026Z,192.168.40.227,192.168.184.156,TCP,613,2,0
2025-11-25T10:31:55.108026Z,10.225.11.27,10.0.0.1,ICMP,76,5,0
2025-11-25T10:31:55.066026Z,10.90.87.86,192.168.0.10,ICMP,94,4,0
2025-11-25T10:31:54.890026Z,192.168.110.82,192.168.0.10,TCP,894,3,0
2025-11-25T10:31:54.644026Z,10.49.212.239,192.168.0.10,TCP,200,4,0
2025-11-25T10:31:55.380026Z,192.168.159.141,10.0.0.1,TCP,384,4,0
2025-11-25T10:31:54.980026Z,10.240.94.239,10.0.0.2,UDP,273,4,0
2025-11-25T10:31:55.110026Z,10.182.173.245,192.168.0.11,TCP,1103,5,0
2025-11-25T10:31:55.512026Z,10.156.242.9,192.168.0.11,TCP,1448,3,0
2025-11-25T10:31:55.205026Z,192.168.136.72,192.168.0.10,TCP,1162,3,0
2025-11-25T10:31:54.937026Z,192.168.149.110,10.0.0.1,UDP,493,5,0
2025-11-25T10:31:55.189026Z,10.122.254.178,192.168.0.11,TCP,408,2,0
2025-11-25T10:31:54.630026Z,192.168.48.216,192.168.0.10,TCP,789,2,0
2025-11-25T10:31:55.018026Z,192.168.120.188,192.168.15.242,TCP,344,5,0
2025-11-25T10:31:54.930026Z,10.96.119.151,10.0.0.2,ICMP,103,3,0
2025-11-25T10:31:55.157026Z,192.168.184.143,192.168.0.10,TCP,1300,2,0
2025-11-25T10:31:54.883026Z,10.249.16.172,192.168.180.117,TCP,520,4,0
2025-11-25T10:31:54.922026Z,10.239.58.112,10.31.51.37,TCP,1321,4,0
2025-11-25T10:31:55.515026Z,192.168.244.98,10.10.196.223,ICMP,92,1,0
2025-11-25T10:31:54.952026Z,192.168.191.82,10.0.0.2,ICMP,113,5,0
2025-11-25T10:31:55.310026Z,10.189.171.8,10.0.0.2,TCP,174,5,0
2025-11-25T10:31:54.829026Z,10.105.206.31,192.168.0.11,UDP,173,2,0
2025-11-25T10:31:54.603026Z,192.168.40.111,192.168.0.11,ICMP,95,3,0
2025-11-25T10:31:54.926026Z,10.196.203.42,10.0.0.2,TCP,1265,1,0
2025-11-25T10:31:55.533026Z,10.214.109.71,10.0.0.1,ICMP,108,4,0
2025-11-25T10:31:54.788026Z,192.168.237.17,10.0.0.1,ICMP,55,5,0
2025-11-25T10:31:54.707026Z,10.116.80.57,10.126.113.12,ICMP,136,5,0
2025-11-25T10:31:55.077026Z,192.168.84.168,192.168.0.11,TCP,1252,2,0
2025-11-25T10:31:54.612026Z,192.168.145.91,10.0.0.2,UDP,249,4,0
2025-11-25T10:31:55.444026Z,10.102.157.2,10.0.0.2,TCP,343,2,0
2025-11-25T10:31:54.604026Z,10.192.246.51,192.168.0.10,TCP,700,5,0
2025-11-25T10:31:54.609026Z,10.60.126.84,10.0.0.1,TCP,934,4,0
2025-11-25T10:31:55.300026Z,192.168.180.29,192.168.163.131,TCP,628,2,0
2025-11-25T10:31:54.822026Z,10.116.121.124,192.168.106.117,ICMP,106,4,0
2025-11-25T10:31:55.373026Z,192.168.55.234,192.168.152.136,TCP,229,5,0
2025-11-25T10:31:55.318026Z,192.168.28.186,10.0.0.2,TCP,1250,2,0
2025-11-25T10:31:54.933026Z,10.174.39.213,192.168.0.11,UDP,177,4,0
2025-11-25T10:31:55.426026Z,10.106.89.68,10.0.0.1,TCP,1185,3,0
2025-11-25T10:31:55.338026Z,10.0.197.160,10.11.152.29,TCP,869,1,0
2025-11-25T10:31:55.152026Z,192.168.17.172,10.73.126.199,ICMP,74,2,0
2025-11-25T10:31:56.382026Z,192.168.246.187,192.168.0.11,UDP,595,4,0
2025-11-25T10:31:55.982026Z,192.168.223.227,192.168.0.10,TCP,263,5,0
2025-11-25T10:31:56.000026Z,192.168.57.3,192.168.250.127,TCP,661,5,0
2025-11-25T10:31:56.032026Z,192.168.63.93,10.0.0.2,TCP,546,1,0
2025-11-25T10:31:55.630026Z,10.196.28.21,192.168.61.157,UDP,224,5,0
2025-11-25T10:31:55.632026Z,192.168.223.74,10.0.0.1,TCP,861,5,0
2025-11-25T10:31:55.820026Z,192.168.35.224,192.168.0.10,UDP,336,5,0
2025-11-25T10:31:55.924026Z,192.168.209.130,192.168.0.10,TCP,421,5,0
2025-11-25T10:31:55.824026Z,10.142.133.21,192.168.233.94,TCP,439,4,0
2025-11-25T10:31:56.167026Z,192.168.241.12,192.168.0.11,TCP,1051,4,0
2025-11-25T10:31:56.016026Z,10.193.33.106,10.0.0.2,TCP,479,2,0
2025-11-25T10:31:56.423026Z,10.105.165.60,10.34.83.232,TCP,767,2,0
2025-11-25T10:31:55.936026Z,192.168.216.222,10.0.0.2,UDP,101,5,0
2025-11-25T10:31:56.215026Z,10.205.253.150,192.168.143.17,TCP,499,3,0
2025-11-25T10:31:55.908026Z,10.239.233.180,10.0.0.1,ICMP,128,4,0
2025-11-25T10:31:56.534026Z,192.168.52.91,10.0.0.2,TCP,1105,3,0
2025-11-25T10:31:55.987026Z,192.168.78.245,192.168.0.11,TCP,851,4,0
2025-11-25T10:31:56.377026Z,192.168.94.231,10.0.0.1,UDP,313,1,0
2025-11-25T10:31:55.865026Z,10.184.82.180,10.0.0.2,TCP,429,4,0
2025-11-25T10:31:56.181026Z,10.167.148.100,10.195.107.155,UDP,664,4,0
2025-11-25T10:31:56.069026Z,192.168.43.85,192.168.0.11,TCP,508,5,0
2025-11-25T10:31:56.255026Z,10.214.205.50,192.168.171.17,ICMP,69,4,0
2025-11-25T10:31:55.738026Z,10.181.9.17,10.0.0.2,UDP,566,1,0
2025-11-25T10:31:56.230026Z,192.168.233.171,192.168.0.11,UDP,61,5,0
2025-11-25T10:31:56.019026Z,10.70.85.105,192.168.0.10,TCP,95,4,0
2025-11-25T10:31:56.423026Z,10.235.5.64,10.0.0.2,ICMP,65,5,0
2025-11-25T10:31:55.856026Z,10.101.155.2,192.168.0.11,UDP,543,2,0
2025-11-25T10:31:55.905026Z,192.168.167.92,192.168.8.29,UDP,149,4,0
2025-11-25T10:31:56.163026Z,192.168.179.238,192.168.0.11,TCP,1002,3,0
2025-11-25T10:31:56.177026Z,192.168.229.18,10.0.0.1,ICMP,65,5,0
2025-11-25T10:31:56.084026Z,192.168.175.55,192.168.144.67,TCP,1144,3,0
2025-11-25T10:31:55.614026Z,10.192.147.192,192.168.237.203,ICMP,58,5,0
2025-11-25T10:31:55.844026Z,192.168.173.83,10.193.111.156,TCP,386,1,0
2025-11-25T10:31:56.110026Z,10.25.1.240,10.0.0.1,UDP,425,5,0
2025-11-25T10:31:56.575026Z,192.168.83.142,192.168.0.10,TCP,978,3,0
2025-11-25T10:31:56.164026Z,10.174.0.124,192.168.0.11,ICMP,72,3,0
2025-11-25T10:31:56.415026Z,10.68.153.209,10.0.0.2,TCP,794,1,0
2025-11-25T10:31:55.691026Z,10.92.35.142,10.22.89.29,TCP,430,5,0
2025-11-25T10:31:56.166026Z,10.22.241.67,10.0.0.1,TCP,1332,3,0
2025-11-25T10:31:56.482026Z,10.99.70.213,192.168.143.62,TCP,573,2,0
2025-11-25T10:31:56.299026Z,10.77.22.241,10.0.0.2,TCP,163,3,0
2025-11-25T10:31:56.029026Z,192.168.92.115,10.0.0.2,TCP,1337,5,0
2025-11-25T10:31:55.798026Z,10.1.187.130,10.158.196.235,TCP,939,3,0
2025-11-25T10:31:56.048026Z,192.168.220.9,10.0.0.2,TCP,626,2,0
2025-11-25T10:31:56.088026Z,192.168.247.255,192.168.0.11,TCP,1378,3,0
2025-11-25T10:31:55.983026Z,192.168.93.114,10.0.0.2,TCP,1525,2,0
2025-11-25T10:31:56.296026Z,10.186.42.168,10.0.0.2,UDP,568,1,0
2025-11-25T10:31:56.436026Z,192.168.172.73,192.168.0.10,UDP,276,2,0
2025-11-25T10:31:56.330026Z,10.114.246.10,10.102.155.42,TCP,1157,4,0
2025-11-25T10:31:56.154026Z,192.168.179.159,10.163.95.202,TCP,197,2,0
2025-11-25T10:31:56.271026Z,10.156.216.118,192.168.0.11,UDP,473,4,0
2025-11-25T10:31:56.825026Z,10.148.156.217,10.0.0.2,TCP,923,4,0
2025-11-25T10:31:57.388026Z,192.168.38.152,10.0.0.1,UDP,466,4,0
2025-11-25T10:31:57.540026Z,10.240.208.40,10.87.211.56,ICMP,99,5,0
2025-11-25T10:31:57.092026Z,10.184.212.153,192.168.0.10,TCP,181,1,0
2025-11-25T10:31:56.621026Z,192.168.173.90,192.168.189.145,UDP,310,5,0
2025-11-25T10:31:56.761026Z,10.118.73.47,192.168.0.11,TCP,1178,4,0
2025-11-25T10:31:57.003026Z,192.168.50.132,192.168.0.11,TCP,686,2,0
2025-11-25T10:31:56.808026Z,192.168.203.200,10.0.0.1,TCP,1013,3,0
2025-11-25T10:31:56.799026Z,10.220.213.192,192.168.0.10,TCP,1224,4,0
2025-11-25T10:31:57.199026Z,10.117.54.90,192.168.0.10,TCP,1365,2,0
2025-11-25T10:31:56.918026Z,10.46.220.2,10.0.0.2,TCP,1056,5,0
2025-11-25T10:31:56.739026Z,10.124.150.108,10.0.0.2,TCP,1036,3,0
2025-11-25T10:31:56.741026Z,192.168.158.146,192.168.0.10,TCP,78,2,0
2025-11-25T10:31:57.432026Z,10.167.47.149,192.168.0.11,TCP,987,4,0
