timestamp,sec,src_ip,dst_ip,protocol,pkt_size,pkts_in_sec,label
2025-11-25T10:44:02.469382Z,0,10.206.8.192,192.168.0.11,ICMP,77,1,0
2025-11-25T10:44:02.149382Z,0,192.168.47.205,192.168.0.11,UDP,375,5,0
2025-11-25T10:44:01.856382Z,0,192.168.199.95,10.0.0.1,TCP,1347,1,0
2025-11-25T10:44:02.031382Z,0,10.229.59.151,10.0.0.1,TCP,672,4,0
2025-11-25T10:44:02.229382Z,0,10.184.144.169,10.0.0.1,TCP,723,1,0
2025-11-25T10:44:02.168382Z,0,192.168.223.95,192.168.252.112,ICMP,80,2,0
2025-11-25T10:44:01.723382Z,0,192.168.206.117,192.168.0.11,UDP,619,1,0
2025-11-25T10:44:02.597382Z,0,10.228.188.69,10.0.0.1,TCP,1253,3,0
2025-11-25T10:44:01.797382Z,0,10.136.55.65,192.168.0.11,UDP,104,3,0
2025-11-25T10:44:02.181382Z,0,192.168.160.73,192.168.226.110,TCP,1092,1,0
2025-11-25T10:44:01.627382Z,0,10.125.44.11,192.168.0.10,TCP,555,3,0
2025-11-25T10:44:02.340382Z,0,10.187.84.163,10.56.94.116,TCP,465,4,0
2025-11-25T10:44:02.059382Z,0,10.194.234.70,192.168.0.10,TCP,1294,2,0
2025-11-25T10:44:02.541382Z,0,192.168.53.99,10.127.243.79,TCP,1467,5,0
2025-11-25T10:44:03.300382Z,1,10.85.71.203,192.168.0.10,TCP,686,5,0
2025-11-25T10:44:03.358382Z,1,10.174.55.242,192.168.0.10,TCP,1065,4,0
2025-11-25T10:44:02.867382Z,1,192.168.162.153,10.0.0.1,TCP,559,1,0
2025-11-25T10:44:03.310382Z,1,10.101.51.250,192.168.172.9,TCP,311,5,0
2025-11-25T10:44:02.801382Z,1,10.67.173.51,10.0.0.2,UDP,274,4,0
2025-11-25T10:44:03.036382Z,1,192.168.220.38,192.168.0.11,UDP,438,1,0
2025-11-25T10:44:02.897382Z,1,10.139.141.236,192.168.0.10,TCP,834,3,0
2025-11-25T10:44:02.816382Z,1,192.168.22.128,10.0.0.1,ICMP,65,4,0
2025-11-25T10:44:03.063382Z,1,10.102.114.115,10.0.0.1,UDP,373,5,0
2025-11-25T10:44:02.761382Z,1,10.36.206.114,10.72.72.223,TCP,1207,2,0
2025-11-25T10:44:02.739382Z,1,192.168.109.199,192.168.14.17,UDP,171,1,0
2025-11-25T10:44:02.678382Z,1,192.168.218.93,192.168.0.11,TCP,1198,5,0
2025-11-25T10:44:02.724382Z,1,192.168.107.139,192.168.0.11,UDP,399,5,0
2025-11-25T10:44:03.606382Z,1,10.250.138.180,192.168.229.201,TCP,1457,1,0
2025-11-25T10:44:03.032382Z,1,192.168.43.4,10.59.180.35,UDP,409,5,0
2025-11-25T10:44:03.202382Z,1,10.117.242.35,192.168.83.147,TCP,925,2,0
2025-11-25T10:44:02.655382Z,1,192.168.95.18,192.168.0.10,UDP,582,2,0
2025-11-25T10:44:02.763382Z,1,10.243.179.179,192.168.0.11,UDP,517,1,0
2025-11-25T10:44:02.948382Z,1,192.168.104.228,192.168.7.69,ICMP,69,1,0
2025-11-25T10:44:02.826382Z,1,10.179.135.23,192.168.0.11,ICMP,88,1,0
2025-11-25T10:44:02.771382Z,1,10.27.143.8,10.0.0.2,ICMP,57,4,0
2025-11-25T10:44:03.202382Z,1,192.168.234.164,192.168.0.11,TCP,1549,1,0
2025-11-25T10:44:03.555382Z,1,192.168.216.235,192.168.0.10,TCP,882,2,0
2025-11-25T10:44:03.568382Z,1,192.168.101.94,192.168.0.11,TCP,1092,3,0
2025-11-25T10:44:02.782382Z,1,192.168.9.167,192.168.0.10,TCP,1162,5,0
2025-11-25T10:44:03.030382Z,1,10.212.76.127,10.124.206.179,TCP,1511,5,0
2025-11-25T10:44:02.676382Z,1,192.168.63.151,10.0.0.1,TCP,406,1,0
2025-11-25T10:44:02.803382Z,1,10.116.221.254,10.97.78.65,UDP,451,2,0
2025-11-25T10:44:02.740382Z,1,10.108.21.131,10.0.0.2,UDP,587,1,0
2025-11-25T10:44:03.167382Z,1,192.168.164.112,10.0.0.1,TCP,176,2,0
2025-11-25T10:44:03.430382Z,1,192.168.161.51,10.128.106.138,TCP,1049,5,0
2025-11-25T10:44:02.866382Z,1,192.168.56.127,192.168.5.22,UDP,272,1,0
2025-11-25T10:44:03.302382Z,1,10.36.89.105,192.168.0.10,UDP,104,3,0
2025-11-25T10:44:03.353382Z,1,10.173.42.252,192.168.0.10,TCP,1015,3,0
2025-11-25T10:44:03.489382Z,1,192.168.244.165,192.168.0.10,ICMP,80,2,0
2025-11-25T10:44:03.095382Z,1,10.247.128.11,192.168.0.11,UDP,459,1,0
2025-11-25T10:44:02.709382Z,1,192.168.252.156,10.131.9.65,UDP,646,3,0
2025-11-25T10:44:02.682382Z,1,10.108.56.3,10.0.0.1,TCP,1167,3,0
2025-11-25T10:44:03.039382Z,1,192.168.255.205,10.0.0.1,UDP,363,3,0
2025-11-25T10:44:03.047382Z,1,10.43.156.83,192.168.0.10,TCP,636,4,0
2025-11-25T10:44:03.232382Z,1,192.168.101.181,10.0.0.2,UDP,363,4,0
2025-11-25T10:44:03.606382Z,1,10.124.100.63,10.210.123.103,UDP,523,3,0
2025-11-25T10:44:02.840382Z,1,192.168.178.4,192.168.0.10,UDP,581,4,0
2025-11-25T10:44:03.264382Z,1,192.168.209.224,10.0.0.2,ICMP,84,5,0
2025-11-25T10:44:02.889382Z,1,192.168.25.128,192.168.25.214,TCP,760,1,0
2025-11-25T10:44:03.360382Z,1,192.168.253.48,192.168.52.240,TCP,608,4,0
2025-11-25T10:44:04.317382Z,2,10.175.76.9,10.0.0.1,UDP,374,2,0
2025-11-25T10:44:03.803382Z,2,10.110.160.244,192.168.0.10,UDP,123,4,0
2025-11-25T10:44:04.076382Z,2,10.197.58.192,10.239.112.89,UDP,436,1,0
2025-11-25T10:44:04.353382Z,2,10.129.202.149,192.168.210.197,TCP,135,2,0
2025-11-25T10:44:04.082382Z,2,10.127.112.145,192.168.0.10,UDP,92,4,0
2025-11-25T10:44:04.429382Z,2,10.139.74.165,10.8.112.120,TCP,215,3,0
2025-11-25T10:44:04.411382Z,2,10.201.221.195,192.168.0.11,UDP,404,2,0
2025-11-25T10:44:03.851382Z,2,10.88.164.137,10.247.234.77,TCP,1421,4,0
2025-11-25T10:44:04.185382Z,2,192.168.91.4,10.0.0.1,TCP,1296,5,0
2025-11-25T10:44:04.208382Z,2,10.212.148.200,192.168.0.10,UDP,72,2,0
2025-11-25T10:44:03.663382Z,2,192.168.175.132,10.223.248.214,TCP,619,5,0
2025-11-25T10:44:04.478382Z,2,10.218.96.2,10.250.15.124,UDP,275,5,0
2025-11-25T10:44:03.776382Z,2,10.157.33.245,10.0.0.1,TCP,741,5,0
2025-11-25T10:44:04.205382Z,2,10.102.168.84,192.168.11.27,ICMP,101,3,0
2025-11-25T10:44:04.468382Z,2,192.168.194.66,192.168.57.200,TCP,894,4,0
2025-11-25T10:44:03.866382Z,2,192.168.237.61,192.168.0.10,UDP,236,3,0
2025-11-25T10:44:03.904382Z,2,10.77.26.3,10.36.184.230,UDP,479,2,0
2025-11-25T10:44:04.375382Z,2,10.197.73.176,10.0.0.1,ICMP,68,3,0
2025-11-25T10:44:03.867382Z,2,10.34.136.23,192.168.101.247,TCP,489,1,0
2025-11-25T10:44:04.526382Z,2,10.4.150.192,10.0.0.2,UDP,267,4,0
2025-11-25T10:44:04.319382Z,2,192.168.176.80,10.0.0.1,UDP,519,2,0
2025-11-25T10:44:03.809382Z,2,10.25.205.31,192.168.0.11,TCP,1339,1,0
2025-11-25T10:44:03.709382Z,2,10.37.43.2,192.168.0.11,UDP,351,5,0
2025-11-25T10:44:04.075382Z,2,10.1.240.163,10.0.0.1,ICMP,80,5,0
2025-11-25T10:44:04.420382Z,2,192.168.209.199,192.168.0.10,UDP,455,5,0
2025-11-25T10:44:03.804382Z,2,10.238.63.1,10.50.82.19,TCP,1068,3,0
2025-11-25T10:44:03.872382Z,2,10.38.55.1,192.168.0.11,TCP,879,1,0
2025-11-25T10:44:04.045382Z,2,10.167.14.169,10.0.0.2,ICMP,106,5,0
2025-11-25T10:44:04.041382Z,2,192.168.124.36,10.0.0.2,ICMP,100,5,0
2025-11-25T10:44:03.654382Z,2,10.37.66.111,10.0.0.2,TCP,1050,1,0
2025-11-25T10:44:04.052382Z,2,192.168.103.58,192.168.0.11,ICMP,105,2,0
2025-11-25T10:44:04.158382Z,2,10.155.99.249,10.0.0.1,UDP,512,3,0
2025-11-25T10:44:04.329382Z,2,192.168.251.36,192.168.162.64,TCP,467,3,0
2025-11-25T10:44:03.789382Z,2,10.240.221.48,10.96.17.236,TCP,434,3,0
2025-11-25T10:44:04.275382Z,2,10.48.31.165,10.0.0.2,UDP,429,3,0
2025-11-25T10:44:04.302382Z,2,10.2.199.8,10.0.0.1,UDP,422,2,0
2025-11-25T10:44:04.011382Z,2,10.172.232.106,192.168.20.213,TCP,1122,5,0
2025-11-25T10:44:04.093382Z,2,192.168.148.26,192.168.0.11,TCP,850,3,0
2025-11-25T10:44:04.054382Z,2,10.132.113.215,192.168.32.73,UDP,569,3,0
2025-11-25T10:44:04.092382Z,2,10.31.240.99,192.168.0.11,TCP,1027,4,0
2025-11-25T10:44:04.571382Z,2,192.168.95.229,192.168.103.200,TCP,897,4,0
2025-11-25T10:44:03.861382Z,2,192.168.127.161,192.168.0.11,TCP,380,4,0
2025-11-25T10:44:04.708382Z,3,10.35.37.12,192.168.0.10,TCP,644,5,0
2025-11-25T10:44:05.222382Z,3,10.5.250.193,10.0.0.1,TCP,962,2,0
2025-11-25T10:44:05.251382Z,3,10.143.202.91,10.43.171.40,UDP,147,1,0
2025-11-25T10:44:04.633382Z,3,10.215.158.43,10.168.102.87,TCP,1115,4,0
2025-11-25T10:44:04.792382Z,3,192.168.142.62,10.5.56.54,TCP,729,5,0
2025-11-25T10:44:05.106382Z,3,10.41.210.113,192.168.0.11,TCP,487,2,0
2025-11-25T10:44:05.459382Z,3,192.168.194.1,10.27.241.222,UDP,421,5,0
2025-11-25T10:44:04.913382Z,3,10.65.243.28,192.168.132.193,ICMP,102,3,0
2025-11-25T10:44:04.761382Z,3,192.168.164.16,10.0.0.1,TCP,237,2,0
2025-11-25T10:44:04.729382Z,3,10.204.62.218,192.168.0.11,TCP,1341,5,0
2025-11-25T10:44:04.798382Z,3,192.168.180.171,10.0.0.2,ICMP,85,4,0
2025-11-25T10:44:04.715382Z,3,10.67.120.7,10.0.0.1,TCP,842,1,0
2025-11-25T10:44:04.940382Z,3,192.168.103.202,10.51.109.79,ICMP,93,2,0
2025-11-25T10:44:05.444382Z,3,192.168.61.84,10.0.0.1,UDP,614,1,0
2025-11-25T10:44:05.277382Z,3,192.168.255.16,192.168.175.147,ICMP,122,1,0
2025-11-25T10:44:05.478382Z,3,10.79.191.134,10.0.0.1,TCP,684,1,0
2025-11-25T10:44:04.852382Z,3,192.168.241.249,10.0.0.1,UDP,519,5,0
2025-11-25T10:44:04.745382Z,3,10.28.138.9,192.168.225.126,TCP,482,4,0
2025-11-25T10:44:05.000382Z,3,10.161.38.165,10.0.0.1,TCP,942,3,0
2025-11-25T10:44:04.929382Z,3,192.168.7.164,192.168.84.33,TCP,232,5,0
2025-11-25T10:44:05.333382Z,3,10.166.124.196,192.168.197.96,TCP,468,1,0
2025-11-25T10:44:05.420382Z,3,192.168.133.169,192.168.0.10,TCP,223,4,0
2025-11-25T10:44:05.601382Z,3,192.168.196.66,192.168.7.32,UDP,224,3,0
2025-11-25T10:44:05.546382Z,3,10.220.150.92,10.119.174.61,UDP,340,2,0
2025-11-25T10:44:05.300382Z,3,192.168.112.200,192.168.0.11,TCP,144,5,0
2025-11-25T10:44:04.855382Z,3,10.249.67.119,192.168.65.136,TCP,462,4,0
2025-11-25T10:44:04.865382Z,3,10.236.202.211,192.168.220.45,ICMP,109,3,0
2025-11-25T10:44:04.721382Z,3,10.137.103.125,10.0.0.2,TCP,132,1,0
2025-11-25T10:44:05.070382Z,3,192.168.194.40,192.168.0.10,TCP,1189,5,0
2025-11-25T10:44:05.243382Z,3,192.168.240.73,10.0.0.2,UDP,281,4,0
2025-11-25T10:44:05.427382Z,3,10.14.22.143,10.0.0.1,UDP,409,5,0
2025-11-25T10:44:05.373382Z,3,10.216.22.77,192.168.0.11,ICMP,130,5,0
2025-11-25T10:44:04.675382Z,3,10.175.183.200,192.168.0.10,UDP,225,4,0
2025-11-25T10:44:05.493382Z,3,192.168.237.2,10.121.214.53,TCP,1786,5,0
2025-11-25T10:44:05.395382Z,3,10.210.15.48,10.0.0.2,UDP,258,5,0
2025-11-25T10:44:05.166382Z,3,10.210.205.137,192.168.0.10,UDP,207,5,0
2025-11-25T10:44:04.681382Z,3,10.152.141.232,10.0.0.2,TCP,95,5,0
2025-11-25T10:44:05.462382Z,3,192.168.100.143,10.0.0.1,UDP,124,2,0
2025-11-25T10:44:05.547382Z,3,10.20.67.76,10.164.56.133,TCP,1687,3,0
2025-11-25T10:44:05.211382Z,3,192.168.96.226,192.168.0.11,UDP,264,3,0
2025-11-25T10:44:04.949382Z,3,10.142.142.179,10.0.0.2,UDP,100,4,0
2025-11-25T10:44:05.684382Z,4,10.43.208.46,192.168.0.10,ICMP,106,2,0
2025-11-25T10:44:05.946382Z,4,10.10.115.57,10.195.209.163,TCP,709,5,0
2025-11-25T10:44:06.499382Z,4,10.93.168.22,192.168.0.11,UDP,396,4,0
2025-11-25T10:44:06.286382Z,4,10.71.135.187,192.168.0.11,TCP,507,5,0
2025-11-25T10:44:05.941382Z,4,10.229.139.167,192.168.0.11,TCP,251,2,0
2025-11-25T10:44:06.237382Z,4,10.12.161.143,10.0.0.2,ICMP,76,3,0
2025-11-25T10:44:06.097382Z,4,10.124.56.110,10.0.0.1,TCP,1549,2,0
2025-11-25T10:44:05.671382Z,4,192.168.222.174,192.168.0.11,TCP,1263,2,0
2025-11-25T10:44:06.420382Z,4,192.168.34.109,192.168.0.10,UDP,232,5,0
2025-11-25T10:44:06.325382Z,4,192.168.173.243,10.0.0.2,TCP,145,4,0
2025-11-25T10:44:05.857382Z,4,10.115.43.201,10.0.0.2,ICMP,82,2,0
2025-11-25T10:44:06.543382Z,4,10.22.103.81,192.168.161.253,TCP,1521,3,0
2025-11-25T10:44:06.470382Z,4,192.168.213.42,10.102.101.126,TCP,971,5,0
2025-11-25T10:44:06.166382Z,4,192.168.147.72,192.168.0.11,UDP,204,3,0
2025-11-25T10:44:06.105382Z,4,10.233.2.119,10.0.0.1,TCP,1626,1,0
2025-11-25T10:44:06.403382Z,4,192.168.124.172,192.168.237.15,UDP,246,4,0
2025-11-25T10:44:06.450382Z,4,10.30.192.161,10.0.0.1,TCP,596,1,0
2025-11-25T10:44:05.667382Z,4,10.250.228.28,192.168.0.11,UDP,214,1,0
2025-11-25T10:44:06.384382Z,4,10.120.159.53,192.168.12.118,TCP,853,3,0
2025-11-25T10:44:06.594382Z,4,10.205.132.28,10.0.0.1,TCP,741,4,0
2025-11-25T10:44:05.940382Z,4,10.105.254.34,192.168.0.10,TCP,941,5,0
2025-11-25T10:44:05.667382Z,4,10.119.130.39,192.168.6.243,TCP,1024,3,0
2025-11-25T10:44:05.820382Z,4,10.191.88.229,192.168.0.10,TCP,615,2,0
2025-11-25T10:44:06.423382Z,4,192.168.81.216,192.168.0.11,TCP,1172,4,0
2025-11-25T10:44:06.332382Z,4,10.214.38.110,10.217.161.157,TCP,143,4,0
2025-11-25T10:44:06.125382Z,4,192.168.202.118,192.168.0.11,UDP,317,4,0
2025-11-25T10:44:06.194382Z,4,10.226.146.210,192.168.0.10,TCP,682,2,0
2025-11-25T10:44:06.372382Z,4,10.47.52.93,192.168.0.10,UDP,566,4,0
2025-11-25T10:44:06.011382Z,4,192.168.139.238,192.168.0.10,TCP,688,1,0
2025-11-25T10:44:05.715382Z,4,10.48.236.42,192.168.0.11,ICMP,76,2,0
2025-11-25T10:44:06.579382Z,4,192.168.192.88,10.0.0.1,TCP,563,2,0
2025-11-25T10:44:06.376382Z,4,10.175.67.220,10.0.0.1,TCP,1507,3,0
2025-11-25T10:44:05.875382Z,4,10.63.117.231,192.168.0.11,TCP,384,2,0
2025-11-25T10:44:05.733382Z,4,192.168.75.186,192.168.0.11,UDP,171,2,0
2025-11-25T10:44:05.701382Z,4,10.67.23.128,10.0.0.2,UDP,579,3,0
2025-11-25T10:44:06.125382Z,4,192.168.187.13,192.168.166.160,UDP,482,3,0
2025-11-25T10:44:05.832382Z,4,192.168.32.232,192.168.0.10,TCP,1047,2,0
2025-11-25T10:44:06.365382Z,4,192.168.151.64,192.168.0.11,UDP,186,5,0
2025-11-25T10:44:05.937382Z,4,10.24.115.9,192.168.0.11,TCP,281,4,0
2025-11-25T10:44:05.650382Z,4,192.168.211.206,192.168.0.10,UDP,338,5,0
2025-11-25T10:44:05.816382Z,4,10.216.153.136,192.168.0.11,UDP,165,5,0
2025-11-25T10:44:06.542382Z,4,192.168.141.66,10.0.0.1,TCP,1148,3,0
2025-11-25T10:44:06.562382Z,4,10.135.226.111,192.168.0.10,TCP,957,5,0
2025-11-25T10:44:06.246382Z,4,192.168.113.141,192.168.0.10,TCP,1166,4,0
2025-11-25T10:44:05.643382Z,4,192.168.106.62,192.168.82.241,TCP,95,2,0
2025-11-25T10:44:05.834382Z,4,10.236.12.157,10.175.102.26,ICMP,78,2,0
2025-11-25T10:44:06.413382Z,4,10.204.243.146,192.168.31.85,TCP,719,5,0
2025-11-25T10:44:06.458382Z,4,10.41.224.148,10.0.0.2,TCP,310,5,0
2025-11-25T10:44:07.285382Z,5,10.214.140.133,192.168.0.11,UDP,435,5,0
2025-11-25T10:44:07.471382Z,5,10.86.171.28,192.168.113.39,UDP,80,2,0
2025-11-25T10:44:07.476382Z,5,10.245.207.178,192.168.0.11,TCP,681,3,0
2025-11-25T10:44:07.008382Z,5,192.168.150.194,10.0.0.2,UDP,216,4,0
2025-11-25T10:44:06.846382Z,5,10.97.172.142,10.55.238.17,ICMP,84,5,0
2025-11-25T10:44:07.285382Z,5,10.190.168.155,192.168.0.10,TCP,788,3,0
2025-11-25T10:44:06.708382Z,5,10.87.255.228,192.168.0.11,TCP,314,5,0
2025-11-25T10:44:07.537382Z,5,192.168.102.55,192.168.0.10,UDP,501,2,0
2025-11-25T10:44:07.492382Z,5,192.168.40.217,10.0.0.1,ICMP,90,3,0
2025-11-25T10:44:06.745382Z,5,10.11.128.228,10.0.0.1,UDP,366,4,0
2025-11-25T10:44:06.829382Z,5,10.178.79.220,192.168.0.11,UDP,387,1,0
2025-11-25T10:44:07.447382Z,5,192.168.247.3,10.63.171.107,TCP,584,1,0
2025-11-25T10:44:07.553382Z,5,10.162.190.5,10.0.0.2,UDP,518,4,0
2025-11-25T10:44:06.763382Z,5,192.168.156.252,10.0.0.1,UDP,355,5,0
2025-11-25T10:44:06.679382Z,5,192.168.221.188,192.168.0.10,TCP,641,5,0
2025-11-25T10:44:07.033382Z,5,10.220.210.190,10.100.212.148,TCP,735,4,0
2025-11-25T10:44:06.914382Z,5,10.167.231.253,10.0.0.1,TCP,283,2,0
2025-11-25T10:44:06.976382Z,5,10.178.89.27,192.168.53.139,UDP,230,5,0
2025-11-25T10:44:07.614382Z,5,10.53.225.73,10.70.82.170,UDP,549,5,0
2025-11-25T10:44:06.968382Z,5,192.168.101.111,10.207.49.105,TCP,74,1,0
2025-11-25T10:44:06.737382Z,5,10.95.25.197,10.0.0.1,TCP,686,2,0
2025-11-25T10:44:06.796382Z,5,192.168.160.20,192.168.0.10,UDP,537,2,0
2025-11-25T10:44:06.841382Z,5,10.107.241.215,192.168.0.10,TCP,73,2,0
2025-11-25T10:44:07.470382Z,5,192.168.54.92,10.0.0.1,UDP,578,3,0
2025-11-25T10:44:07.600382Z,5,192.168.87.188,10.0.0.1,TCP,582,2,0
2025-11-25T10:44:06.709382Z,5,10.174.102.158,192.168.0.11,TCP,615,4,0
2025-11-25T10:44:07.472382Z,5,10.58.53.182,192.168.0.10,UDP,383,4,0
2025-11-25T10:44:06.789382Z,5,10.252.55.222,10.154.195.121,TCP,640,3,0
2025-11-25T10:44:06.809382Z,5,10.128.169.150,192.168.0.10,TCP,834,1,0
2025-11-25T10:44:07.321382Z,5,192.168.124.70,192.168.0.11,UDP,315,4,0
2025-11-25T10:44:06.714382Z,5,10.10.97.246,10.0.0.1,TCP,713,1,0
2025-11-25T10:44:07.298382Z,5,192.168.177.174,10.251.186.193,UDP,242,5,0
2025-11-25T10:44:07.614382Z,5,10.209.37.74,192.168.0.11,UDP,167,2,0
2025-11-25T10:44:07.328382Z,5,10.123.170.29,192.168.20.191,TCP,917,1,0
2025-11-25T10:44:06.982382Z,5,10.28.64.104,192.168.0.10,UDP,134,1,0
2025-11-25T10:44:07.569382Z,5,10.183.66.132,10.0.0.1,UDP,496,2,0
2025-11-25T10:44:07.614382Z,5,10.188.178.76,192.168.0.11,ICMP,79,1,0
2025-11-25T10:44:06.754382Z,5,10.184.84.148,10.0.0.2,TCP,223,2,0
2025-11-25T10:44:06.942382Z,5,10.216.23.132,10.101.206.29,TCP,205,3,0
2025-11-25T10:44:06.946382Z,5,192.168.67.70,192.168.0.10,TCP,1321,1,0
2025-11-25T10:44:08.462382Z,6,10.193.89.175,192.168.0.11,TCP,764,2,0
2025-11-25T10:44:07.979382Z,6,192.168.167.242,10.0.0.1,TCP,269,3,0
2025-11-25T10:44:08.141382Z,6,10.29.247.123,192.168.0.10,TCP,201,2,0
2025-11-25T10:44:08.408382Z,6,192.168.173.148,10.0.0.2,TCP,669,3,0
2025-11-25T10:44:08.350382Z,6,192.168.17.244,10.58.49.106,TCP,200,4,0
2025-11-25T10:44:08.153382Z,6,10.86.126.103,10.85.107.114,UDP,617,3,0
2025-11-25T10:44:08.541382Z,6,10.155.245.106,192.168.0.11,UDP,305,2,0
2025-11-25T10:44:08.215382Z,6,192.168.190.35,10.0.0.2,TCP,1379,4,0
2025-11-25T10:44:08.085382Z,6,10.239.118.212,10.232.206.77,UDP,342,5,0
2025-11-25T10:44:08.024382Z,6,192.168.101.218,192.168.0.10,TCP,738,2,0
2025-11-25T10:44:07.919382Z,6,10.61.90.105,192.168.0.11,TCP,190,5,0
2025-11-25T10:44:07.629382Z,6,10.64.67.15,192.168.40.122,UDP,498,1,0
2025-11-25T10:44:08.051382Z,6,10.1.96.70,192.168.147.64,TCP,1044,2,0
2025-11-25T10:44:07.844382Z,6,192.168.175.23,192.168.0.10,TCP,737,5,0
2025-11-25T10:44:08.309382Z,6,192.168.74.198,10.0.0.2,TCP,588,2,0
2025-11-25T10:44:08.501382Z,6,10.154.118.192,10.0.0.2,TCP,628,2,0
2025-11-25T10:44:08.011382Z,6,192.168.35.75,192.168.0.10,TCP,374,3,0
2025-11-25T10:44:08.369382Z,6,10.6.249.113,10.230.236.179,UDP,292,2,0
2025-11-25T10:44:08.227382Z,6,10.216.146.97,192.168.52.213,UDP,362,3,0
2025-11-25T10:44:08.104382Z,6,10.219.85.202,10.193.5.249,TCP,1706,3,0
2025-11-25T10:44:08.601382Z,6,192.168.85.125,192.168.0.11,TCP,360,5,0
2025-11-25T10:44:08.506382Z,6,10.5.75.94,192.168.0.11,UDP,322,2,0
2025-11-25T10:44:08.451382Z,6,192.168.125.210,192.168.150.119,UDP,413,2,0
2025-11-25T10:44:08.485382Z,6,192.168.43.124,192.168.0.10,TCP,90,3,0
2025-11-25T10:44:08.519382Z,6,10.50.164.19,10.0.0.1,TCP,436,5,0
2025-11-25T10:44:07.928382Z,6,192.168.143.197,192.168.0.11,TCP,143,1,0
2025-11-25T10:44:08.177382Z,6,192.168.232.70,10.124.55.48,UDP,180,2,0
2025-11-25T10:44:08.302382Z,6,10.12.120.172,192.168.0.11,TCP,361,5,0
2025-11-25T10:44:07.864382Z,6,192.168.101.229,192.168.29.40,TCP,746,1,0
2025-11-25T10:44:07.710382Z,6,10.141.206.149,192.168.0.11,TCP,1447,1,0
2025-11-25T10:44:08.614382Z,6,10.59.35.156,10.0.0.2,UDP,256,3,0
2025-11-25T10:44:08.550382Z,6,10.251.189.8,192.168.0.10,TCP,344,5,0
2025-11-25T10:44:08.516382Z,6,10.96.148.32,10.0.0.2,TCP,121,1,0
2025-11-25T10:44:08.215382Z,6,10.174.124.36,10.0.0.1,TCP,1257,1,0
2025-11-25T10:44:07.993382Z,6,10.246.26.86,10.0.0.1,TCP,917,4,0
2025-11-25T10:44:07.670382Z,6,10.15.125.210,10.0.0.2,TCP,1042,1,0
2025-11-25T10:44:08.136382Z,6,192.168.120.192,10.0.0.2,TCP,447,4,0
2025-11-25T10:44:08.024382Z,6,192.168.27.52,10.88.253.202,TCP,902,1,0
2025-11-25T10:44:07.912382Z,6,10.250.238.167,10.0.0.2,TCP,1390,4,0
2025-11-25T10:44:09.395382Z,7,10.58.235.9,192.168.0.10,ICMP,116,4,0
2025-11-25T10:44:09.352382Z,7,192.168.57.239,192.168.0.10,ICMP,85,1,0
